longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.139999,34.040001,43,1949,464,1216,457,3.321400,209300,<1H OCEAN
-120.900002,37.660000,19,3377,669,2426,663,2.978300,82500,INLAND
-117.800003,33.740002,30,3569,551,1540,537,5.299800,247200,<1H OCEAN
-118.309998,34.060001,34,2470,1197,2326,1055,1.903800,325000,<1H OCEAN
-118.239998,33.959999,37,1602,388,1553,342,2.065500,93400,<1H OCEAN
-123.320000,40.430000,15,661,146,131,57,0.499900,56700,INLAND
-118.129997,33.910000,36,1967,316,910,306,4.494800,190600,<1H OCEAN
-121.959999,37.270000,22,6114,1211,2983,1163,5.253300,269100,<1H OCEAN
-121.300003,38.750000,36,3903,885,2313,804,2.655000,86300,INLAND
-122.410004,37.720001,32,1650,316,904,295,4.058300,236200,NEAR BAY
-118.330002,34.189999,45,1505,347,799,319,3.138000,217000,<1H OCEAN
-122.010002,37.180000,37,3852,652,1534,567,5.859600,318700,<1H OCEAN
-122.440002,37.759998,52,1968,472,784,430,3.370200,370000,NEAR BAY
-118.370003,33.919998,40,928,187,521,185,5.525500,242700,<1H OCEAN
-117.120003,32.759998,28,1605,501,936,460,2.599100,147500,NEAR OCEAN
-117.739998,34.080002,35,1613,298,911,293,3.439800,134300,INLAND
-118.980003,37.639999,17,3769,908,1160,453,3.050000,188900,INLAND
-119.650002,37.090000,17,1280,254,707,267,3.550000,106300,INLAND
-117.180000,33.160000,15,5923,1206,3943,1006,3.179300,159900,<1H OCEAN
-118.110001,33.880001,19,3203,708,1761,667,4.091100,239700,<1H OCEAN
-118.320000,34.090000,32,563,191,626,185,2.034100,250000,<1H OCEAN
-117.980003,34.529999,13,2815,535,1492,491,4.094500,135700,INLAND
-120.480003,37.340000,8,6146,1017,2821,987,4.670000,127600,INLAND
-117.620003,34.090000,26,3271,595,2259,566,4.013900,132000,INLAND
-118.120003,33.970001,35,708,145,471,153,3.200000,197400,<1H OCEAN
-117.250000,33.209999,13,1203,292,1035,293,2.633900,117000,<1H OCEAN
-121.620003,39.150002,23,1984,528,1043,452,1.937500,65300,INLAND
-122.419998,37.799999,52,2657,772,1014,685,4.038000,500001,NEAR BAY
-118.480003,34.470001,36,84,12,29,17,3.375000,187500,<1H OCEAN
-120.349998,37.860001,25,287,57,118,50,2.305600,162500,INLAND
-121.910004,37.279999,29,5650,817,2098,813,6.428500,337300,<1H OCEAN
-122.230003,37.820000,52,1611,203,556,179,8.747700,500001,NEAR BAY
-122.410004,37.660000,37,694,188,658,225,4.610300,237500,NEAR OCEAN
-118.430000,34.180000,31,2417,510,1102,507,3.890600,282200,<1H OCEAN
-119.639999,37.310001,15,2654,530,1267,489,2.839300,104400,INLAND
-117.320000,33.150002,15,13245,2212,5495,2060,5.490400,262100,NEAR OCEAN
-122.330002,37.389999,52,573,102,232,92,6.226300,500001,NEAR OCEAN
-117.930000,33.619999,37,2204,428,807,410,7.051600,500001,<1H OCEAN
-121.919998,37.299999,35,1335,296,635,296,3.605300,345800,<1H OCEAN
-116.750000,32.849998,17,4863,845,2266,769,4.232100,217400,<1H OCEAN
-121.199997,37.970001,39,440,83,270,97,6.058200,157700,INLAND
-122.010002,36.910000,19,691,191,324,167,3.131200,388500,NEAR OCEAN
-118.129997,33.790001,29,2937,524,1132,528,4.613300,500001,NEAR OCEAN
-121.540001,39.500000,38,1438,310,779,275,1.328900,39400,INLAND
-117.209999,34.139999,16,1613,245,811,267,5.259100,140700,INLAND
-117.150002,34.060001,25,3670,644,1815,634,4.065800,127400,INLAND
-117.290001,33.200001,16,2150,461,1428,407,2.475400,157300,NEAR OCEAN
-121.980003,38.340000,18,3876,916,2386,867,2.593800,129500,INLAND
-118.389999,34.080002,52,1244,304,444,282,3.511400,430800,<1H OCEAN
-120.669998,35.290001,44,2236,411,1036,437,3.083300,219300,NEAR OCEAN
-118.089996,33.919998,33,879,181,547,169,5.314600,168600,<1H OCEAN
-117.879997,33.830002,22,3522,543,1706,524,6.468500,241200,<1H OCEAN
-117.980003,34.049999,35,2342,426,2176,416,3.745400,156900,<1H OCEAN
-121.489998,38.500000,30,1715,271,842,263,3.031300,87900,INLAND
-121.849998,36.590000,42,891,203,525,212,3.315600,186300,<1H OCEAN
-118.199997,33.810001,46,1388,254,742,241,4.645800,212100,NEAR OCEAN
-117.879997,34.139999,32,1764,365,924,329,3.875000,186700,INLAND
-118.379997,34.209999,42,715,145,730,158,3.800000,169500,<1H OCEAN
-117.800003,34.099998,17,5153,1164,2949,1083,3.560300,174600,INLAND
-122.059998,37.880001,34,4781,703,1879,714,6.537800,340900,NEAR BAY
-117.580002,33.599998,5,5348,659,1862,555,11.056700,495400,<1H OCEAN
-118.300003,34.049999,46,1386,457,1845,485,2.141400,157700,<1H OCEAN
-118.320000,34.070000,52,2980,366,967,359,11.218500,500001,<1H OCEAN
-118.129997,33.939999,34,522,138,373,139,3.548100,265000,<1H OCEAN
-121.199997,37.599998,30,2110,406,1301,345,2.317300,86500,INLAND
-122.089996,37.389999,30,1722,490,1057,517,3.725000,261300,NEAR BAY
-122.199997,37.470001,37,1053,266,939,267,3.198900,320800,NEAR BAY
-122.139999,37.880001,34,6986,1096,2865,1124,6.227500,394400,NEAR BAY
-118.300003,34.189999,52,1704,277,746,262,4.798600,326100,<1H OCEAN
-118.199997,34.130001,50,2929,588,1931,574,3.343800,173600,<1H OCEAN
-121.040001,37.680000,28,1909,398,1140,380,2.378300,81400,INLAND
-122.790001,38.500000,18,4839,918,2755,841,3.750000,248300,<1H OCEAN
-117.970001,34.070000,22,1438,364,1325,335,2.780200,162500,<1H OCEAN
-122.410004,37.799999,52,1394,395,1700,400,2.750000,168800,NEAR BAY
-121.440002,38.610001,41,1404,313,765,330,1.879200,63300,INLAND
-122.370003,37.950001,32,1298,363,716,268,0.979700,76400,NEAR BAY
-120.860001,37.689999,5,6660,1217,3012,1087,3.080900,143600,INLAND
-118.500000,34.029999,32,6365,1784,2767,1698,3.645100,383300,<1H OCEAN
-117.930000,34.029999,35,2160,399,1694,403,3.858100,163100,<1H OCEAN
-117.980003,33.750000,37,1264,274,783,273,3.343800,199600,<1H OCEAN
-122.309998,37.560001,40,1351,330,701,297,3.320000,292900,NEAR OCEAN
-118.370003,33.880001,21,966,172,417,158,5.533500,342600,<1H OCEAN
-122.599998,38.000000,21,2198,462,1100,449,4.109800,246600,<1H OCEAN
-121.900002,39.590000,20,1465,278,745,250,3.062500,93800,INLAND
-121.099998,35.599998,20,3389,704,1309,520,3.211200,204500,NEAR OCEAN
-121.459999,38.650002,14,3167,551,1787,533,3.812500,92600,INLAND
-118.269997,33.980000,39,2062,588,1933,570,1.380100,97000,<1H OCEAN
-118.599998,34.160000,37,3441,584,1283,544,4.165600,313100,<1H OCEAN
-121.910004,37.330002,52,2562,410,973,398,4.885400,330600,<1H OCEAN
-117.599998,33.450001,4,2369,566,996,435,5.403100,243800,NEAR OCEAN
-117.690002,35.650002,5,1131,276,520,232,4.016700,87500,INLAND
-121.860001,37.380001,15,2052,405,1380,409,5.868600,181100,<1H OCEAN
-121.320000,38.009998,36,391,74,171,79,2.704500,102800,INLAND
-117.169998,32.830002,24,3541,530,1591,530,5.353800,212500,NEAR OCEAN
-120.250000,37.930000,13,493,76,196,68,3.375000,134100,INLAND
-118.410004,34.070000,52,3562,394,1163,361,15.000100,500001,<1H OCEAN
-122.410004,37.660000,37,2155,446,1255,428,3.843800,250700,NEAR OCEAN
-120.449997,34.959999,26,1949,396,1575,377,2.875000,121400,<1H OCEAN
-117.080002,32.630001,28,2080,427,1266,434,2.278800,146300,NEAR OCEAN
-118.300003,33.950001,27,1774,444,1622,402,2.203100,96900,<1H OCEAN
-117.050003,32.570000,22,2857,516,2412,496,4.733700,127600,NEAR OCEAN
-118.769997,34.259998,26,3038,468,1825,468,5.638500,196900,<1H OCEAN
-117.919998,34.590000,7,681,125,485,104,2.739600,125600,INLAND
-117.209999,32.869999,12,1428,303,528,269,4.142900,254400,NEAR OCEAN
-121.269997,37.820000,26,1170,238,830,216,2.645800,127500,INLAND
-122.279999,37.889999,52,2616,473,1085,487,4.125000,270900,NEAR BAY
-120.650002,35.270000,52,2254,642,1237,590,2.620800,227100,NEAR OCEAN
-118.389999,33.709999,18,1193,233,475,228,7.559400,500001,NEAR OCEAN
-119.180000,34.279999,17,4526,717,2088,655,5.688500,268200,NEAR OCEAN
-122.099998,38.240002,13,7367,1042,3193,983,5.310200,195000,NEAR BAY
-117.900002,34.099998,35,2739,475,1481,483,4.565500,176600,<1H OCEAN
-118.180000,34.040001,36,1807,630,2118,669,1.550000,129000,<1H OCEAN
-117.150002,32.799999,23,2395,476,2284,488,3.729200,146300,NEAR OCEAN
-117.940002,33.660000,16,2095,450,963,411,5.500000,224100,<1H OCEAN
-118.169998,33.980000,31,1236,329,1486,337,3.093800,155400,<1H OCEAN
-118.330002,33.980000,28,3889,1199,3121,1046,1.880600,113900,<1H OCEAN
-118.129997,33.950001,37,1709,333,778,344,3.903600,326600,<1H OCEAN
-117.250000,33.220001,19,2167,443,1654,435,3.500000,135800,<1H OCEAN
-119.669998,34.419998,37,1673,444,1477,446,2.064300,246700,<1H OCEAN
-121.830002,38.450001,32,2139,440,1154,411,3.267200,107500,INLAND
-118.250000,33.950001,41,1576,339,1252,302,1.979800,98100,<1H OCEAN
-118.040001,34.099998,38,2317,451,1155,426,4.148800,235300,INLAND
-121.800003,37.270000,17,3912,737,2693,746,5.077200,221500,<1H OCEAN
-117.220001,33.810001,4,9911,1946,5145,1661,3.423700,113700,INLAND
-122.209999,37.380001,28,4518,578,1489,559,11.317600,500001,NEAR OCEAN
-122.760002,38.349998,30,2260,374,958,359,5.032300,222400,<1H OCEAN
-121.389999,39.610001,22,2828,610,986,391,2.887100,94700,INLAND
-118.330002,34.070000,52,1482,171,531,161,15.000100,500001,<1H OCEAN
-118.449997,34.040001,23,3771,1321,2031,1241,2.767900,277500,<1H OCEAN
-124.209999,40.750000,32,1218,331,620,268,1.652800,58100,NEAR OCEAN
-120.930000,38.259998,13,2084,449,834,305,3.293700,114200,INLAND
-119.779999,36.759998,50,1343,322,1063,342,1.750000,49800,INLAND
-118.160004,34.060001,27,1675,274,785,275,5.828000,301100,<1H OCEAN
-118.559998,34.029999,34,2095,343,662,299,8.293400,500001,<1H OCEAN
-122.459999,37.730000,52,2857,469,1431,496,5.208800,344200,NEAR BAY
-120.709999,37.389999,11,1479,341,1476,327,3.272100,73800,INLAND
-117.900002,34.060001,35,1313,194,599,209,7.500000,287200,<1H OCEAN
-122.089996,37.650002,35,1184,200,572,194,4.714300,193800,NEAR BAY
-121.440002,38.540001,47,2518,501,1308,471,2.538900,75700,INLAND
-120.379997,37.990002,36,2864,603,1155,565,2.357100,113400,INLAND
-121.790001,37.320000,6,2850,561,2160,581,5.533600,241900,<1H OCEAN
-119.940002,37.040001,14,1636,253,766,225,3.125000,88500,INLAND
-117.930000,34.040001,30,1336,239,905,253,4.885400,178100,<1H OCEAN
-118.370003,33.959999,26,138,23,100,20,4.875000,175000,<1H OCEAN
-116.940002,32.889999,24,2541,381,1078,372,5.254200,227800,<1H OCEAN
-118.099998,34.080002,37,2894,659,1977,636,2.543000,208100,<1H OCEAN
-122.489998,37.889999,23,1650,403,541,336,6.023800,500001,NEAR BAY
-119.070000,35.360001,19,5254,894,2155,831,4.670500,110700,INLAND
-118.040001,34.060001,30,2019,551,2481,484,3.187500,154200,<1H OCEAN
-122.010002,37.029999,21,5904,956,2616,916,5.903900,355300,NEAR OCEAN
-117.089996,32.630001,27,2920,770,1935,746,2.414800,67500,NEAR OCEAN
-118.110001,33.910000,19,3056,759,1561,740,3.136900,196900,<1H OCEAN
-118.040001,34.070000,39,2451,649,2536,648,2.309800,173100,<1H OCEAN
-117.320000,34.139999,32,1691,353,1457,329,1.843800,66600,INLAND
-122.239998,40.180000,39,2191,493,1307,499,1.648300,60800,INLAND
-121.269997,37.959999,43,1624,448,1805,440,1.425000,61300,INLAND
-118.279999,33.970001,35,2305,634,1978,568,1.375000,100000,<1H OCEAN
-122.449997,38.270000,25,5024,881,1994,838,4.223700,262300,NEAR BAY
-118.339996,34.090000,5,2665,954,1733,766,2.356800,204700,<1H OCEAN
-122.440002,37.720001,48,2675,585,1773,540,3.956500,268500,NEAR BAY
-117.809998,33.810001,19,3154,390,1404,384,8.925700,431800,<1H OCEAN
-117.959999,33.759998,22,2520,556,2126,527,3.773400,193900,<1H OCEAN
-122.139999,38.160000,4,3273,495,1497,454,5.334500,176100,NEAR BAY
-118.250000,33.910000,36,1950,365,1125,374,3.111100,119300,<1H OCEAN
-122.309998,38.000000,26,3735,641,1708,633,4.621000,191100,NEAR BAY
-117.709999,34.099998,52,567,152,2688,126,1.875000,212500,INLAND
-122.160004,37.720001,38,1007,245,618,239,2.875000,144800,NEAR BAY
-122.239998,37.799999,52,888,168,360,175,2.194400,211500,NEAR BAY
-118.400002,33.970001,37,1364,248,494,242,4.636400,456300,<1H OCEAN
-120.199997,37.799999,30,1189,255,446,165,3.483800,112500,INLAND
-121.900002,38.000000,14,1930,363,990,322,4.109400,162200,INLAND
-121.199997,37.830002,18,3415,580,1912,562,4.442300,161400,INLAND
-117.129997,32.730000,43,2706,667,1531,614,2.151300,145000,NEAR OCEAN
-118.000000,34.029999,25,6909,1154,3912,1121,5.257000,226100,<1H OCEAN
-117.110001,32.689999,34,1144,295,1271,302,2.090000,91800,NEAR OCEAN
-120.980003,39.930000,25,2220,511,912,449,1.891400,87800,INLAND
-118.199997,33.779999,46,1889,651,1545,587,1.706400,175000,NEAR OCEAN
-121.760002,36.910000,23,1276,437,1359,376,1.960900,155000,<1H OCEAN
-121.870003,37.669998,10,4337,800,1813,743,5.500000,247200,INLAND
-118.160004,33.790001,25,3742,1180,3916,1063,2.400000,153700,NEAR OCEAN
-121.650002,37.110001,14,6006,914,2915,898,5.935600,321700,<1H OCEAN
-120.839996,38.630001,12,1313,231,731,232,5.737300,208300,INLAND
-121.959999,38.340000,15,2857,373,1325,359,6.025200,151700,INLAND
-119.680000,34.430000,49,1785,386,1267,380,3.520800,251200,<1H OCEAN
-121.250000,37.959999,26,2205,478,1730,472,2.486600,68300,INLAND
-122.099998,37.689999,44,2341,500,1256,485,2.950700,157100,NEAR BAY
-118.480003,34.040001,47,1956,277,724,277,8.961600,500001,<1H OCEAN
-122.300003,37.560001,35,1873,351,945,333,5.518400,274800,NEAR OCEAN
-121.050003,39.130001,10,3063,497,1168,507,4.437500,185100,INLAND
-118.300003,33.820000,26,2080,560,2096,506,2.810600,184400,<1H OCEAN
-118.330002,34.060001,52,1841,240,693,218,15.000100,500001,<1H OCEAN
-117.150002,34.220001,10,1039,174,317,109,7.237100,171900,INLAND
-122.750000,38.500000,16,4196,638,1713,615,5.449000,252100,<1H OCEAN
-118.160004,33.900002,28,2410,616,2399,594,2.733900,156700,<1H OCEAN
-116.900002,32.840000,18,3612,737,1864,713,2.706900,153800,<1H OCEAN
-122.430000,37.799999,52,2994,821,1240,779,3.371500,500000,NEAR BAY
-117.970001,33.660000,14,6090,1338,1974,1248,2.806100,180300,<1H OCEAN
-118.230003,33.889999,35,1255,344,1782,343,2.194900,95100,<1H OCEAN
-121.889999,37.310001,47,2986,627,1399,613,3.745500,247400,<1H OCEAN
-122.080002,37.660000,33,1547,372,1063,356,2.562500,154300,NEAR BAY
-124.160004,40.790001,52,2148,421,975,430,2.256600,92700,NEAR OCEAN
-120.110001,39.209999,18,2245,392,421,162,4.579500,158300,INLAND
-117.029999,32.669998,15,5094,818,2118,758,5.350500,266600,NEAR OCEAN
-122.059998,37.770000,12,14316,2045,5781,2007,7.263400,341600,NEAR BAY
-122.239998,37.830002,41,2576,406,794,376,5.956000,366100,NEAR BAY
-118.230003,34.099998,41,1353,379,1536,416,2.168700,157000,<1H OCEAN
-122.089996,37.669998,39,2069,500,1408,478,3.111500,153500,NEAR BAY
-117.949997,34.070000,37,1375,260,951,272,3.208300,195200,<1H OCEAN
-117.669998,33.459999,24,3571,722,1409,543,4.651800,277800,<1H OCEAN
-117.139999,32.750000,35,1391,329,726,317,2.681800,159400,NEAR OCEAN
-118.199997,33.939999,43,1934,511,1895,493,2.502900,159700,<1H OCEAN
-117.129997,32.720001,32,2197,623,1784,599,1.901000,120300,NEAR OCEAN
-117.970001,34.009998,33,2006,381,1410,346,3.708300,165500,<1H OCEAN
-118.370003,34.220001,11,2127,581,1989,530,2.902800,174100,<1H OCEAN
-122.489998,37.759998,52,2245,425,1091,409,3.590900,331200,NEAR BAY
-118.290001,34.250000,19,1988,594,1399,527,2.472700,175000,<1H OCEAN
-122.820000,38.380001,27,2565,479,1227,467,4.513200,259900,<1H OCEAN
-117.959999,33.810001,34,1941,356,1021,339,4.466300,183900,<1H OCEAN
-119.080002,35.419998,10,4159,608,2089,591,5.526100,132000,INLAND
-118.250000,33.950001,48,1766,424,1655,420,0.975100,95500,<1H OCEAN
-117.029999,32.770000,34,1796,428,918,424,2.875000,161200,<1H OCEAN
-119.209999,36.380001,18,2158,413,1461,395,2.021600,58000,INLAND
-118.220001,34.130001,52,791,174,501,162,3.354200,178100,<1H OCEAN
-119.290001,34.400002,22,3891,657,1727,581,4.265600,241400,NEAR OCEAN
-121.250000,38.070000,28,2103,422,1167,391,3.059200,152800,INLAND
-118.389999,34.009998,25,1101,285,543,294,2.357100,340600,<1H OCEAN
-121.900002,37.660000,18,7397,1137,3126,1115,6.499400,323000,INLAND
-122.040001,37.950001,29,866,138,341,133,4.718800,197100,NEAR BAY
-119.709999,34.430000,18,1170,372,681,346,2.197400,255000,<1H OCEAN
-117.089996,32.799999,15,666,152,247,164,2.150000,131300,NEAR OCEAN
-118.360001,34.150002,34,3659,921,1338,835,3.620200,366100,<1H OCEAN
-118.080002,34.110001,42,1969,353,927,354,5.592400,285300,<1H OCEAN
-117.190002,32.820000,34,3850,608,1619,602,5.046500,208200,NEAR OCEAN
-119.830002,36.790001,35,1872,363,1054,369,3.327200,65600,INLAND
-122.339996,37.570000,52,2635,408,967,374,7.042200,500001,NEAR OCEAN
-122.269997,37.529999,43,1145,230,586,254,3.500000,267400,NEAR OCEAN
-117.889999,33.709999,24,4365,804,2663,753,4.581400,233300,<1H OCEAN
-117.269997,33.060001,7,3686,733,1612,672,3.197000,367100,NEAR OCEAN
-118.260002,34.020000,38,980,285,1308,310,1.565200,123100,<1H OCEAN
-121.279999,38.590000,3,4188,1136,2081,995,3.048100,92500,INLAND
-121.860001,37.310001,24,1939,652,1808,625,2.225900,112500,<1H OCEAN
-120.970001,37.689999,15,4065,841,1986,680,3.072000,114300,INLAND
-117.010002,32.660000,11,9992,1368,4495,1316,6.966400,293900,NEAR OCEAN
-122.080002,37.990002,19,4657,739,1914,732,5.050900,199900,NEAR BAY
-122.419998,37.619999,40,1545,264,756,282,4.464300,308100,NEAR OCEAN
-117.029999,32.610001,23,1553,216,778,229,5.153800,171300,NEAR OCEAN
-121.940002,37.290001,20,710,188,363,176,4.096200,214100,<1H OCEAN
-122.309998,38.299999,25,3883,740,1641,676,3.900000,187300,NEAR BAY
-122.080002,37.610001,26,2261,443,1039,395,3.793100,203900,NEAR BAY
-117.849998,33.799999,34,1593,283,872,255,3.825000,216700,<1H OCEAN
-117.050003,33.130001,17,2385,372,1118,369,4.281300,169900,<1H OCEAN
-118.169998,34.029999,31,1014,252,1064,247,2.416700,125500,<1H OCEAN
-120.480003,34.700001,26,3069,518,1524,539,4.316200,136400,NEAR OCEAN
-118.559998,34.169998,35,2987,391,1244,387,7.132200,500001,<1H OCEAN
-122.019997,37.340000,30,1036,151,467,156,6.448000,360600,<1H OCEAN
-119.730003,36.830002,14,3348,491,1584,493,5.082800,111400,INLAND
-122.389999,37.599998,44,2304,384,986,379,4.652000,387100,NEAR OCEAN
-119.820000,36.720001,17,1276,242,927,238,2.617600,54100,INLAND
-121.320000,35.950001,31,372,68,479,67,3.554700,200000,NEAR OCEAN
-118.480003,34.040001,49,3780,741,1435,690,4.315800,500001,<1H OCEAN
-122.029999,38.259998,25,4617,1046,2685,1011,2.957600,108500,INLAND
-120.790001,38.430000,40,1391,246,546,214,3.910700,129800,INLAND
-122.379997,40.689999,21,1774,370,875,354,1.742200,61500,INLAND
-121.830002,37.369999,43,1461,284,800,258,3.227900,182400,<1H OCEAN
-121.989998,36.980000,25,2113,422,1365,439,4.648400,234600,NEAR OCEAN
-121.699997,36.669998,37,641,129,458,142,3.345600,252600,<1H OCEAN
-117.900002,33.759998,26,2678,702,3262,685,3.695300,176800,<1H OCEAN
-119.980003,38.939999,25,1339,328,503,219,1.901800,109700,INLAND
-122.019997,37.950001,25,1205,260,608,272,2.451900,208300,NEAR BAY
-122.110001,37.700001,29,1298,306,835,338,2.327400,170400,NEAR BAY
-118.360001,33.980000,46,1425,283,782,273,5.057000,246300,<1H OCEAN
-120.959999,37.669998,18,1442,229,538,220,4.296900,163200,INLAND
-117.959999,33.759998,24,1328,290,1012,306,4.281300,189500,<1H OCEAN
-118.449997,34.310001,9,1739,358,820,323,4.055600,182500,<1H OCEAN
-118.160004,33.970001,23,1516,457,1977,435,2.306800,157800,<1H OCEAN
-118.050003,33.849998,25,2856,388,1212,362,6.173700,313100,<1H OCEAN
-122.089996,37.599998,36,385,94,295,92,2.970600,147900,NEAR BAY
-117.820000,33.639999,18,1974,260,808,278,9.858900,500001,<1H OCEAN
-121.459999,38.570000,52,893,159,367,160,3.238600,213200,INLAND
-122.559998,37.939999,36,2023,242,653,241,10.627200,500001,NEAR BAY
-121.029999,40.349998,52,5486,1044,1977,754,2.183300,49500,INLAND
-120.580002,35.000000,37,523,119,374,95,1.472600,106300,<1H OCEAN
-117.930000,33.740002,5,639,197,666,197,3.301700,87500,<1H OCEAN
-118.250000,34.009998,36,879,262,1034,236,1.285700,99300,<1H OCEAN
-121.360001,38.040001,4,2477,359,1234,377,5.542700,162100,INLAND
-122.720001,38.419998,30,2099,406,1156,401,2.803600,152300,<1H OCEAN
-118.250000,33.959999,42,1326,295,918,258,2.386400,98800,<1H OCEAN
-118.129997,33.759998,46,2834,673,1175,670,4.787500,363800,NEAR OCEAN
-118.089996,34.160000,45,2199,358,942,353,5.039300,321100,INLAND
-118.550003,34.259998,21,4018,536,1508,529,8.203000,445400,<1H OCEAN
-117.129997,34.389999,29,2251,464,855,315,3.418300,104100,INLAND
-122.190002,37.480000,35,7067,1646,5380,1597,4.177600,265300,NEAR BAY
-121.919998,37.959999,14,5332,884,2093,839,5.279800,237400,INLAND
-118.169998,34.029999,41,2099,530,2325,528,2.197900,140800,<1H OCEAN
-122.690002,38.509998,18,3364,501,1442,506,6.685400,313000,<1H OCEAN
-120.199997,37.840000,9,13670,2453,2811,1193,3.258900,137900,INLAND
-118.320000,34.090000,34,1478,675,1976,653,2.055700,225000,<1H OCEAN
-118.269997,34.160000,48,1301,253,637,260,4.343800,252700,<1H OCEAN
-117.930000,33.779999,36,2169,359,1018,370,4.390600,231300,<1H OCEAN
-118.370003,34.060001,52,2402,506,878,464,4.021700,500001,<1H OCEAN
-118.279999,33.820000,30,3615,760,2813,752,5.384900,217700,<1H OCEAN
-119.769997,36.849998,8,1519,234,711,248,5.989700,123600,INLAND
-117.730003,34.080002,28,5173,1069,3502,954,3.843800,130800,INLAND
